1CO02:5	That way your trust in God wouldn't rely on human wisdom but on the power of God. 	Heg ani hekaj s‑mahch mo g em‑wohochudadag pi ab hu shon heg ab hemajkam haꞌichu amichudadag ch wabshaba ab Jiosh gewkdag amjed. 
1CO02:6	However we do use words of wisdom when we speak to those who are spiritually mature, but this isn't wisdom that comes from this world, or from the rulers of this world who soon fade from the scene.  	Am ani wa hi wa ha ahgid g haꞌichu amichudadag hegam mat geꞌegeꞌehogat e‑wohochudadag ed. K wabshaba id pi d hemajkam haꞌichu ha‑amichudadag, chum hems hegam mo d s‑has hahaꞌichu. Hegam haꞌichu ha‑amichudadag at wabsh ha wehm wo huhug.  
1CO02:7	On the contrary we explain God's wisdom in terms of a revealed mystery that was previously hidden which God planned for our glory before the creation of the worlds. 	Ihda haꞌichu amichudadag mani hab ahg o d Jiosh hab elida am t‑wehhejed ch an hab chuꞌig mat koi in hu nahto ihda jewed ch wabsh s‑aꞌagi an hab ah chuꞌig. Do Jiosh hab elida mat g Christ wo t‑doꞌibia.  
1CO02:8	None of the rulers of this world understood anything about this—for if they had, they would not have crucified the Lord of glory.  	Heg o d kownal wehs haꞌichu dahm. T eda g s‑has hahaꞌichu ab naggia kots t ab no pi pi mahch g Jiosh hab elida.  
1CO02:9	But as Scripture says, “No one has ever seen, and no one has ever heard, and no one has ever imagined what God has prepared for those who love him.”  	An o hab chuꞌig Jiosh oꞌohana ed: 
1CO02:10	But God has revealed this to us through the Spirit, because the Spirit delves into the depths of God.  	Jiosh haꞌichu hab elida o pi ta machima am t‑wehhejed. K wabshaba g Hekia S‑apꞌekam Gewkdag wehs s‑mahch ch am i t‑tashogid.  
1CO02:11	Who knows anyone's thoughts except the actual person?  In the same way no one knows God's thoughts except the Spirit of God.  	Neh, no hig pi woho mo pi hedai ep s‑mahch g haꞌichu t‑chegitoi hab masma mach ahchim hejel s‑mahch? Pegih, ch ahchim hab wa masma pi hedai ep s‑mahch g Jiosh haꞌichu chegitoi.  
1CO02:12	For we have received the Spirit from God, not the spirit of this world, so that we could understand what God so generously gave us.  	T wabshaba g Jiosh ab t‑mah g Hekai S‑apꞌekam Gewkdag mat am t‑eda wo ulinig ch am wo i t‑tashogidad mo haschu ab t‑makiog g Jiosh. 
1CO02:13	That's what we speak about—not using words taught by human wisdom, but what the Spirit teaches. We explain what is spiritual using spiritual terms.  	Pegih, pi att wo shaꞌi t‑nako machs am hu wo tashogi g Jiosh wohokam heg hekaj hemajkam haꞌichu amichudadag. K wabshaba g Hekia S‑apꞌekam Gewkdag ab t‑mahkch g haꞌichu amichudadag mach hekaj am i tashogid. T hegam wo waꞌi s‑amich mo hedai edgid g Hekia S‑apꞌekam Gewkdag.  
1CO02:14	Of course people who are not spiritual don't accept what comes from God's Spirit. It's just foolish nonsense to them, and they can't understand it, because what is spiritual has to be properly examined.  	T hegam mo pi edgid pi wo amichud k pi wo bei mo haschu ab t‑makiog. Heg waꞌi Hekia S‑apꞌekam Gewkdag o ab t‑mahkch g amichudadag matt wo s‑amich g wohokam.  
1CO02:15	People who are spiritual investigate everything, but are not placed under investigation themselves.  	Ahchim mach edgid g Hekia S‑apꞌekam Gewkdag att wo t‑nako matt am s‑ap wo i aꞌamich mo haschu am i t‑tashogidch. K hegam pi t‑amichud matp hedai i pi edgid g Hekia S‑apꞌekam Gewkdag. 
1CO02:16	For “Who understands the Lord's mind, and would think to instruct him?” But we <span class="it">do</span> have Christ's mind! 	Id o hab ahg hegai mo an Jiosh t amjed oꞌohanas: 
1CO03:1	My brothers and sisters, I couldn't talk with you as spiritual believers, but as worldly people—like baby Christians.  	Am ani wa pi hasigam neok, ni‑wepnag, mani am em‑ahgid g wohokam namt pi pi koi geꞌegeꞌehogat id eda t‑wohochudadag ch pi am hu si e dagitokch Hekia S‑apꞌekam Gewkdag wui. Bam waꞌi masma mo g aꞌal nam pi d wabsh wechij id eda t‑wohochudadag.  
1CO03:2	I gave you milk—I couldn't give you solid food to eat, because you weren't ready for it.  	Heg o wa wepo mani g wihbi em‑iꞌichud ch pi g haꞌichu hugi em‑gegosid ab wabsh s‑bahbagi haꞌichu em‑ahgidch. Chum wa iaꞌi idani amt koi geꞌegeꞌehogat  
1CO03:3	Even now you're not ready for it, because you're still worldly. Since you're still jealous and argumentative, doesn't that show you're worldly, behaving just like ordinary people do?  	k hab wabsh kia chuꞌig mo hegam mo pi mahch g Jiosh. Neh, am am aꞌai s‑e hehgamk ch aꞌai e kawani. K id hekaj am tasho mam ha oidch hab e wua hegam mo pi mahch g Jiosh.  
1CO03:4	When one of you says, “I follow Paul,” while another says, “I follow Apollos,” doesn't that show you're being so very human? 	Haꞌijj amsh hab chechꞌe mam ahni Paul am ni‑oid ch haꞌijj hab chechꞌe mam g Apollos am oid. K id am wohokamchud mam ha wepo haꞌichu chegito hegam mo pi mahch g Jiosh. 
1CO03:5	Who is Apollos, anyway? And who is Paul? We're just servants through whom you believed. Each of us does the work God gave us to do.  	Pi ach d si haꞌichu ch d wabsh piongaj g Jiosh mamt ab t‑ab bei g wohokam ab amjed g Christ. Do Jiosh mo ab t‑mahkch g t‑chikpan. Kuch am hab wabsh junihim mo haschu ab t‑mahkch hab masma mo g oidag ch ed chikpandam.  
1CO03:6	I did the planting, Apollos did the watering—but it was God who made you grow! 	Heg o wa wepo mani ahni am esh g haꞌichu kai am wehpeg ahgch g Jiosh haꞌichu ahga. K g Apollos am wapga g esha am baꞌich i ahgch. K wabshaba d Jiosh ch am i wuhshad g t‑esha mamt ab s‑wohochud k am heꞌes i oi g haꞌichu ahgaj mach am ahgachug.  
1CO03:7	So the one who does the planting doesn't count for anything, any more than the one who does the watering. The only one who matters is God who is growing you!  	Kuch heg hekaj pi d si haꞌichu ahchim mach am eshad ch wapga am ahgch g Jiosh haꞌichu ahga. Jiosh o d si haꞌichu no pi heg am i wuhshad g t‑esha mam ab s‑wohochud ahpim mam kah g haꞌichu ahgaj.  
1CO03:8	The one planting and the one watering have the same goal, and both will be rewarded according to what they've done. 	Wehs ach t‑wepo masma ahchim mach ahgachug g Jiosh haꞌichu ahga, chum achs hema wehpeg am wo ah, tt hema am baꞌich wo i ahgahi. T g Jiosh ab wo t‑mah g t‑namkidadag matt heꞌes hab i juh g chikpan.  
1CO03:9	We are workers together with God—and you are God's field, his building.  	Pegih, dach piongaj g Jiosh g Apollos wehm. Kum ahpim d Jiosh eniga mach am em‑chikpan wehhejed g Jiosh. 
1CO03:10	Through the grace of God that he gave to me, I laid down the foundation like a skilled building supervisor. Now someone else is building on it. Whoever does the building needs to watch what they're doing.  	T heg ab i ni‑gawulkai mant em‑chikp hab masma mani d s‑ni‑mahchim kihtdam ch am shondad g kih am ahgachugk g Jesus Christ. Kum ahpim epai himchud g kihta ahgachugch g Jiosh haꞌichu ahga. K ab em‑ab mamt si s‑nenꞌoid k am hab wo junihid.  
1CO03:11	For no one can lay any other foundation than what's already laid—that is Jesus Christ.  	Shondaj o heki hu nahtois ch d Jesus Christ. Kumt pi haschukaj ab ep wo shondad.  
1CO03:12	Those who build on that foundation may use gold, silver, precious stone, wood, hay, or straw—  	Neh, tp hems wo e mehi matp haschu kih wabsh g shaꞌikaj hab wo e juh.  
1CO03:13	but whatever is used to build with will be exposed. For on the Day of Judgment fire will reveal it and test it. Everyone's work will be shown for what it is.  	Pegih, t hab wa masma wo i e aꞌappe g em‑chikpan. Mt heg hekaj si s‑ap hab wo juh  
1CO03:14	Those whose building survives will be rewarded.  	k hab wo bei g e‑namkidadag mat hekid wo e mamche.  
1CO03:15	Those whose building is burned up will lose out. They will still be saved, but it will be like passing through fire!  	T hi wo wa e doꞌibia matp hedai pi kehg hab juh g e‑chikpan. T wabshaba g chikpanaj wo huhug hab masma mat g shaꞌi wo meitto am mei ch ed. 
1CO03:16	Don't you know you are God's temple and that God's Spirit lives in you?  	Heg o wa wepo mach d Jiosh cheopiga no pi am t‑eda kih g Hekia S‑apꞌekam Gewkdag. Id amt wo chum s‑mahchk.  
1CO03:17	Anyone who destroys God's temple will be destroyed by God, for God's temple is holy, and you are the temple. 	Jiosh at wo padch matp hedai wo i em‑padch nam pi d enigaj ch d hekia s‑apꞌekam. 
1CO03:18	Don't deceive yourselves. If there's anyone of you who thinks they're worldly wise, they should become fools so they can become truly wise!  	Haꞌi amtp hab i e ahg mam s‑chu aꞌamichud am ha nena ed g hemajkam. Pi g am wo hejel e iattogid. Pi at hab wo t‑elidad machs s‑chu aꞌamichud hegam mo pi mahch g Jiosh haꞌichu amichudadag mattp heg an wo uꞌukchid. Am g wo i e nakog mamt an wo uꞌukchid, chum as hab wo em‑elidad mam pi haꞌichu aꞌamichud.  
1CO03:19	This world's wisdom is plain foolishness to God. As Scripture says, “He uses the cleverness of the wise to catch them out,”  	Do wabsh pi haꞌichu an Jiosh tahgio mo haschu idam hab elid mo d haꞌichu amichudadag. T g Jiosh an wo ha wulsh heg hekaj haꞌichu ha‑amichudadag mo hab masma an oꞌohanas wehhejed.  
1CO03:20	and “The Lord knows the arguments of the wise are pointless.” 	K an hab ep chuꞌig mo d wabsh pi haꞌichu g ha‑chegitoidag g s‑chu aꞌamichuddam am Jiosh wehhejed.  
1CO03:21-22	So don't boast about people. For you have everything,  whether it's Paul or Apollos or Peter—or the world, or life, or death, or the present, or the future. You have everything—  	Kumt hekaj pi hedai wo chum ge t‑haꞌichuchudad. Dach wabsh em‑pionag g Apollos ch Peter ha wehm. Wehs ihda jewed o d em‑eniga. Hegai mo hemu in haꞌichug ch hegai mo ab hahawa him o d em‑eniga. Doakag ch muhkig d em‑apꞌedag.  
1CO03:23	and you are Christ's, and Christ is God's. 	Kum d Christ hemajkamga. K heg d alidaj g Jiosh. 
1CO04:1	So think of us as Christ's servants given the responsibility for “the mysteries of God.” 	Dach wabsh piongaj g Christ. K heg t‑nuhkudachud matt am wo i tashogi g s‑aꞌagi haꞌichu ahgaj g Jiosh. Kumt hab masma wo s‑t‑mahchk.  
1CO04:2	More than this, those who have such responsibilities are required to be trustworthy.  	Ha‑pionag at heg am hab wo waꞌi junihid mo haschu g ahmoj chehani ch s‑ap wo nuhkud g e‑nuhkuda.  
1CO04:3	Personally it hardly matters to me if you or anyone else judges me—in fact I don't even judge myself.  	Pegih, ni heg am waꞌi chikpanid Jiosh. K pi shaꞌi ni‑kudut mamtp has i masma hab wo elidad g ni‑chikpan ahpim o hedai i hemajkam. Niꞌinis hejel wo ah manis has masma hab wua.  
1CO04:4	I don't know of anything I've done wrong, but that doesn't make me right. It's the Lord who judges me.  	Pi o haꞌichu shaꞌi ni‑kudut am ni‑chegitoi ed manis pi ap am hab junihim g chikpan am Jiosh wehhejed. K wabshaba pi id hekaj e wohokamchud manis am wabsh i si s‑ap am hab junihim. Heg o waꞌi Jiosh s‑mahch machs hedai s‑ap am hab junihim g t‑chikpan.  
1CO04:5	So don't judge anything before the right time—when the Lord comes. He will bring to light all the darkest secrets that are hidden, and he will reveal people's motives. God will give everyone whatever praise they deserve. 	Mt heg hekaj pi ab hu wabsh si s‑hohtam hema haꞌichu wo abch mat koi wo e ai g tash. Am at haha wo t‑aꞌappe g t‑kownalig mat hekid wo jiwia k wo mahsko wua mach haschu i chegito ch haschu ahgch hab junihim haꞌichu k ab haha wo i t‑mahkhi g s‑ap has elidadag mo heꞌes ab i him t‑wui. 
1CO04:6	Now, brothers and sisters, I have applied this to Apollos and myself as an example for you. That way you will learn not to go beyond what has been written, and not in arrogance prefer one over the other.  	Neh, id ani am em‑ahgid, ni‑wepnag, ab t‑amjed ahni ch Apollos mant am wo i em‑tashogi mamt pi am hu dahm wo i chesh hegai mo haschu an oꞌohanas Jiosh oꞌohana ed. Pi amt hedai Jiosh pionag ha baꞌich ab wo si has elidad ch wabshaba ab wehs wo ha kaihamad g Jiosh haꞌichu ahga.  
1CO04:7	Who made you so special? What do you have that you weren't given? Since you were given it, why do you proudly claim you weren't?  	Pi g wo chum si e haschudad heg hekaj mam haschu i edgid ch haschu i s‑mahch. Jiosh at wehs ab wabsh em‑mah mam haschu i edgid. 
1CO04:8	You think you have all you need. You think you're so wealthy. You think you're kings already, and don't need us.  I wish you were really ruling as kings, so we could rule with you!  	Bamsh e elid mam heki hu wehs haꞌichu edgid ch heki hu d s‑kakais ch d ge kokownal. Kuch eda ahchim Jesus Christ chuhchai pi d s‑kakais ch pi d kokownal. Mamt huꞌi woho d wo kokownalk. Kutt em‑wehm d wo kokownalk.  
1CO04:9	The way I see it, God has put us apostles on display as the last in the line, condemned to die. We have been made a public show before the entire universe, to angels and to human beings.  	Kuch eda wehs ha baꞌich d i shoꞌigkam ch attp hems wo t‑koꞌij am wehhejed g Jiosh haꞌichu ahga. Shahag wepo mo g Jiosh am t‑chehgidch wehs ha baꞌich hab masma mat g kownal am wo ha chehgi hegam matp ha gewito k ha lilsoch.  
1CO04:10	We're Christ's fools, but you are so wise in Christ! We're the weak ones, but you are so strong! You have the glory, but we are despised! 	Ahpim am hab e elid mam d si haꞌichu s‑mahchim ab amjed g Christ ch si s‑gewpkdag ch ab d si has ha‑elida hegam mo pi mahch g Jiosh. K eda idam pi kehg has t‑elid ahchim mach ahgachug g Jiosh haꞌichu ahga ch hab t‑elid mach pi haꞌichu mahch ch pi ha gewpkdag.  
1CO04:11	Right up till now we're hungry and thirsty. We have no clothes. We're badly beaten up, and we have no place to call home.  	Hebai ach bihugkoꞌo ch ep tonkkoꞌo ch pi edgid g eniga. K hegam t‑gewichshulig. Pi ach hebai t‑mahch ch kih  
1CO04:12	We struggle on doing manual work. When people curse us, we bless them. When they persecute us, we put up with it.  	ch si chikpan ch hejel t‑dagioꞌid. K hegam s‑koꞌokam has t‑ahg. Kuch ab wabsh i s‑ha hoꞌigeꞌid. T‑shoꞌigchud o. Kuch wabsh nakog.  
1CO04:13	When they insult us, we respond with kindness. Even now we are treated like dirt, the worst trash in the whole world. 	An o ahgahim g iattogi ab t‑amjed. Kuch wabsh s‑hemajim ha wehm neneok. Bo wabsh t‑elid mach d wabsh hegai mo g hemajkam s‑ohhod ch gam hu nehnchud. 
1CO04:14	I'm not writing like this to make you feel ashamed, but to caution you as my children whom I love so much.  	Id ani em‑ahgid mant wo haꞌichu i em‑shelini hab masma mam d si ni‑tatchuidch ni‑aꞌaliga. Pi ani hab ahgch em‑ahgid manis wo si em‑edawua.  
1CO04:15	Even though you may have thousands of Christian instructors, you don't have many fathers—it was in Christ Jesus that I became your father when I shared the good news with you.  	Heg o wa wepo mani d em‑ohg id eda himdag namt pi ab ni‑amjed kah g s‑kehg haꞌichu ahgaj g Jiosh k hekaj bei g e‑wechij doakag. T wo muꞌijk g em‑mashchamdam id eda Christ himdag. Ni eda d waꞌi ahni mant wehpeg am em‑wui uꞌapa ihda s‑kehg haꞌichu ahgaj g Jiosh mamt heg hekaj e doꞌibia.  
1CO04:16	So I'm pleading with you to imitate me! 	Kuni ab i em‑gewkemhun mamt am hab wo junihid mani wa haschu am em‑chehgid. 
1CO04:17	That's why I sent Timothy to you, my trustworthy son in the Lord who I love so much. He will remind you about the way I follow Christ, just as I always teach in every church I visit.  	Ia o daha g t‑wehnag Timothy. Kuni am ahgid mat am wo i em‑chehgim ed k wo i em‑chegitoich matt has masma am wo himchudad g t‑doakag am wehhejed g Christ mani wa am em‑mashchamahim ch wehs ha mashchamahim mani hebai i hihhim. S‑mahch am mat heg ab ni‑amjed ab i s‑wohoch g Christ k heg wa wepo mo d si ni‑tatchuidch ni‑alidag ch am hab junihim g haꞌichu ni‑ahga. 
1CO04:18	Some among you have become arrogant, thinking I wouldn't bother coming to see you.  	Kah ani mamsh haꞌi si e sheshmachud hab e ahgch mant pi am hu wo i em‑chehgim.  
1CO04:19	But I am coming to visit you soon, if that's what the Lord wants. Then I'll find out what these arrogant people are saying, and what kind of power they have.  	Nt wabshaba s‑hohtam ab wo i hih em‑wui matp g Jiosh hab d wo elidak k am haha wo s‑mai mams has masma himchud g e‑doakag ahpim mam chum si e sheshmachud ch muꞌi neneok.  
1CO04:20	For the kingdom of God is not about mere words, but about power.  	Ab ach wecho g Jiosh. K pi hab chum chuꞌig machs wabsh wo neneokad ch wabshaba g s‑ap haꞌichu hab wo junihid heg hekaj Jiosh gewkdag.  
1CO04:21	So what do you want? Shall I come with a stick to beat you, or in love and a gentle spirit? 	Ab o em‑ab mamt ab wo i e dagito wui g Jiosh. Nt hemho wo wa s‑em‑kehꞌel am jiwiak mamtp pi ab hu wui wo i e dagito, k wabshaba si s‑hemajim ab wo i em‑nei mamtp ab wui wo i e dagito. 
1CO05:1	I hear reports that sexual immorality is happening among you, immorality that even the foreigners don't practice. A man is living with his father's wife!  	Am ash haꞌichu hab ep chuꞌig em‑shahgid ch d si geꞌe pi apꞌekam. Msh eda si e hahaschud. Hema ash wabsh hohnig g e‑ohgbad hohnig. Eda chump g Jiosh pi wohochuddam pi hab shaꞌi masma.  
1CO05:2	You are so proud of yourselves! Shouldn't you have wept with sadness, and excluded the man who did this?  	Mt wo chum si pi ap e taht mat id am hab e juh em‑shahgid k wo i wuhshad hegai mat am hab juh ihda pi apꞌekam.  
1CO05:3	Even though I'm not physically present there, I am there in spirit and just as if I were there I've already made my judgment of the one who has done this.  	Chum anis pi am hu haꞌichug ch eda heki hu hab i n‑ah mat ihda oꞌodham hemho wa gam hu wo i e wuhshad,  
1CO05:4	When you meet together in the name of the Lord Jesus I'll be there with you in spirit and with the power of our Lord Jesus.  	no pi hab masma t‑chehani g t‑kownalig Jesus matt hab masma am hab wo junihid. T heg am wo em‑wehmajk. Kumt heg hekaj am wo e nam  
1CO05:5	Hand over this man to Satan so his sinful nature may be destroyed and he himself be saved on the day of the Lord. 	k wo i wuhshad ihda oꞌodham ab e amjed. Kut am wo e shoꞌigch ihda oꞌodham ge Jiawul wecho k atp hems id hekaj ab wo i e shoꞌigch Jiosh wui k d wo e doꞌibiakamk mat ep wo jiwia g t‑kownalig Jesus k wo ha lodai g pi ap chuꞌijkam. 
1CO05:6	You shouldn't be proud about this. Don't you know that it only takes a little yeast to make the whole batch of dough rise?  	Pi o apꞌe mams hab wo chei mam wabsh si s‑apꞌe mo eda an haꞌichug g pi apꞌekam am em‑shahgid. S‑mahch am ihda hab cheꞌidag, “Al chum jewajidakud o s‑gewkdag ch i koꞌokpodkad g wahga.” Id o chum t‑tashogid mat g al chum pi apꞌekam geꞌe haꞌichu wo padch.  
